CPU counts:  24
gradient ascent n=300, tries=300, d=5, alpha=[0.26675964 0.23859708 0.20663113 0.16871361 0.11929854]
EYD tableau: [49, 43, 36, 36, 23, 21, 19, 18, 14, 12, 11, 6, 5, 3, 2, 2, 0] with error 0.2253
MLE tableau: [31.29526952 31.25530117 31.11109189 31.1003094  15.66219254 15.66001513
 15.60507534 15.58673076 15.57381738 15.53438543 15.52332478 15.52270235
 15.52145214 15.47623577  6.54763476  6.53109627  6.49336538] with error 0.1105
EYD tableau: [46, 41, 38, 31, 27, 22, 20, 15, 15, 13, 11, 7, 5, 4, 3, 2, 0] with error 0.214
MLE tableau: [22.89526952 22.87623577 22.86001513 22.85530117 22.78673076 22.72332478
 22.71109189 22.7003094  14.73438543 14.73109627 14.72270235 14.72145214
 14.69336538 14.66219254 14.60507534 14.54763476  0.17381738] with error 0.0674
EYD tableau: [56, 43, 35, 30, 26, 22, 17, 14, 13, 12, 10, 8, 6, 4, 2, 2, 0] with error 0.2373
MLE tableau: [46.05530117 33.89526952 23.51109189 23.5003094  13.38673076 13.37381738
 13.34763476 13.33438543 13.33109627 13.32332478 13.32270235 13.32145214
 13.29336538 13.27623577 13.26219254 13.26001513 13.20507534] with error 0.1509
EYD tableau: [42, 38, 35, 31, 27, 25, 19, 17, 16, 13, 9, 8, 8, 4, 4, 3, 1] with error 0.1906
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [55, 43, 34, 33, 27, 23, 18, 14, 14, 11, 8, 7, 6, 5, 2, 0, 0] with error 0.2473
MLE tableau: [44.25530117 32.69526952 17.26001513 17.20507534 17.18673076 17.14763476
 17.13438543 17.12332478 17.12270235 17.12145214 17.11109189 17.1003094
 17.09336538 17.07623577 17.06219254  0.17381738  0.13109627] with error 0.1465
EYD tableau: [48, 42, 38, 29, 26, 23, 21, 17, 14, 11, 8, 8, 7, 4, 3, 1, 0] with error 0.2191
MLE tableau: [26.89526952 26.86001513 26.85530117 26.71109189 26.7003094  15.13438543
 15.13109627 15.12332478 15.12270235 15.12145214 15.09336538 15.07623577
 15.06219254 15.00507534 14.98673076 14.94763476  0.17381738] with error 0.0967
EYD tableau: [48, 44, 37, 31, 24, 22, 21, 16, 14, 13, 9, 6, 5, 4, 3, 2, 1] with error 0.2191
MLE tableau: [28.85530117 28.71109189 28.7003094  28.69526952 28.66001513 13.12332478
 13.12270235 13.12145214 13.09336538 13.07623577 13.06219254 13.00507534
 12.98673076 12.97381738 12.94763476 12.93438543 12.93109627] with error 0.1268
EYD tableau: [47, 42, 36, 32, 24, 24, 19, 17, 14, 11, 9, 9, 7, 5, 3, 1, 0] with error 0.214
MLE tableau: [26.11109189 26.1003094  26.09526952 26.05530117 16.34763476 16.33438543
 16.33109627 16.32332478 16.32270235 16.32145214 16.29336538 16.27623577
 16.26219254 16.26001513 16.20507534 16.18673076  0.17381738] with error 0.0923
EYD tableau: [48, 42, 36, 27, 25, 23, 16, 16, 14, 12, 10, 8, 8, 6, 5, 3, 1] with error 0.2006
MLE tableau: [31.65530117 31.49526952 15.9003094  15.89336538 15.87623577 15.86219254
 15.86001513 15.80507534 15.78673076 15.77381738 15.74763476 15.73438543
 15.73109627 15.72332478 15.72270235 15.72145214 15.71109189] with error 0.1349
EYD tableau: [49, 45, 35, 29, 28, 20, 19, 16, 14, 12, 9, 8, 6, 4, 4, 2, 0] with error 0.2219
MLE tableau: [33.25530117 33.11109189 33.09526952 14.40507534 14.38673076 14.37381738
 14.34763476 14.33438543 14.33109627 14.32332478 14.32270235 14.32145214
 14.3003094  14.29336538 14.27623577 14.26219254 14.26001513] with error 0.1501
EYD tableau: [47, 40, 36, 34, 25, 22, 22, 17, 13, 12, 9, 8, 6, 5, 2, 2, 0] with error 0.2157
MLE tableau: [23.67623577 23.66001513 23.65530117 23.58673076 23.51109189 23.5003094
 23.49526952 15.09336538 15.06219254 15.00507534 14.94763476 14.93438543
 14.93109627 14.92332478 14.92270235 14.92145214  0.17381738] with error 0.07
EYD tableau: [41, 38, 32, 32, 25, 22, 21, 17, 17, 14, 12, 10, 7, 6, 3, 3, 0] with error 0.1657
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [46, 41, 38, 31, 28, 24, 20, 15, 14, 11, 10, 8, 6, 4, 3, 1, 0] with error 0.224
MLE tableau: [23.86001513 23.85530117 23.78673076 23.72332478 23.71109189 23.7003094
 23.69526952 23.67623577 13.80507534 13.74763476 13.73438543 13.73109627
 13.72270235 13.72145214 13.69336538 13.66219254  0.17381738] with error 0.0702
EYD tableau: [52, 48, 32, 30, 30, 25, 20, 15, 15, 11, 9, 5, 3, 3, 1, 1, 0] with error 0.254
MLE tableau: [39.09526952 39.05530117 20.13438543 20.12332478 20.12270235 20.12145214
 20.11109189 20.1003094  20.07623577 20.06219254 20.06001513 19.98673076
  4.29336538  4.20507534  4.17381738  4.14763476  4.13109627] with error 0.1377
EYD tableau: [45, 39, 37, 33, 28, 22, 20, 17, 13, 12, 10, 8, 7, 4, 3, 1, 1] with error 0.2106
MLE tableau: [22.06001513 22.05530117 21.98673076 21.92332478 21.92145214 21.91109189
 21.9003094  21.89526952 21.87623577 21.86219254 11.57381738 11.54763476
 11.53438543 11.53109627 11.52270235 11.49336538 11.40507534] with error 0.0697
EYD tableau: [47, 41, 39, 30, 28, 24, 20, 16, 13, 12, 9, 7, 5, 4, 3, 2, 0] with error 0.2273
MLE tableau: [24.46001513 24.45530117 24.38673076 24.32332478 24.32145214 24.31109189
 24.3003094  24.29526952 24.27623577 10.17381738 10.14763476 10.13438543
 10.13109627 10.12270235 10.09336538 10.06219254 10.00507534] with error 0.0873
EYD tableau: [46, 40, 38, 32, 28, 22, 19, 17, 16, 12, 8, 6, 6, 4, 4, 2, 0] with error 0.2173
MLE tableau: [22.92332478 22.92145214 22.91109189 22.9003094  22.89526952 22.87623577
 22.86219254 22.86001513 22.85530117 22.78673076 10.29336538 10.20507534
 10.17381738 10.14763476 10.13438543 10.13109627 10.12270235] with error 0.0762
EYD tableau: [50, 38, 38, 29, 22, 22, 22, 15, 15, 12, 10, 8, 7, 5, 4, 2, 1] with error 0.1999
MLE tableau: [38.05530117 16.49336538 16.47623577 16.46219254 16.46001513 16.40507534
 16.38673076 16.37381738 16.34763476 16.33438543 16.33109627 16.32332478
 16.32270235 16.32145214 16.31109189 16.3003094  16.29526952] with error 0.1453
EYD tableau: [49, 45, 37, 32, 26, 23, 21, 15, 14, 12, 9, 7, 5, 3, 1, 1, 0] with error 0.2391
MLE tableau: [29.1003094  29.09526952 29.06001513 29.05530117 28.91109189 16.32145214
 16.27623577 16.26219254 16.20507534 16.18673076 16.14763476 16.13438543
 16.12332478 16.12270235  3.09336538  2.97381738  2.93109627] with error 0.1097
EYD tableau: [51, 43, 37, 27, 26, 24, 19, 17, 14, 12, 8, 7, 6, 4, 2, 2, 1] with error 0.224
MLE tableau: [34.29526952 34.25530117 34.11109189 14.17381738 14.14763476 14.13438543
 14.13109627 14.12332478 14.12270235 14.12145214 14.1003094  14.09336538
 14.07623577 14.06219254 14.06001513 14.00507534 13.98673076] with error 0.1568
EYD tableau: [43, 39, 37, 32, 28, 27, 19, 17, 15, 12, 9, 7, 6, 4, 3, 2, 0] with error 0.2173
MLE tableau: [20.46001513 20.45530117 20.38673076 20.33438543 20.32332478 20.32270235
 20.32145214 20.31109189 20.3003094  20.29526952 20.27623577 20.26219254
 14.00507534 13.94763476 13.93109627 13.89336538  0.17381738] with error 0.0823
EYD tableau: [55, 41, 36, 28, 25, 24, 19, 14, 13, 11, 10, 10, 7, 3, 2, 1, 1] with error 0.2273
MLE tableau: [45.85530117 26.71109189 26.69526952 14.46001513 14.40507534 14.38673076
 14.37381738 14.34763476 14.33438543 14.33109627 14.32332478 14.32270235
 14.32145214 14.3003094  14.29336538 14.27623577 14.26219254] with error 0.1497
EYD tableau: [50, 40, 34, 31, 26, 25, 22, 16, 14, 12, 11, 6, 6, 4, 2, 1, 0] with error 0.2224
MLE tableau: [33.65530117 19.9003094  19.89526952 19.87623577 19.86219254 19.86001513
 19.80507534 19.78673076 19.73438543 19.72332478 19.72270235 19.72145214
 19.71109189  9.54763476  9.53109627  9.49336538  0.17381738] with error 0.0886
EYD tableau: [51, 46, 39, 32, 24, 20, 17, 15, 14, 12, 9, 6, 5, 3, 3, 2, 2] with error 0.2419
MLE tableau: [35.25530117 35.11109189 35.1003094  35.09526952 12.33438543 12.33109627
 12.32332478 12.32270235 12.32145214 12.29336538 12.27623577 12.26219254
 12.26001513 12.20507534 12.18673076 12.17381738 12.14763476] with error 0.181
EYD tableau: [58, 42, 31, 28, 26, 21, 20, 16, 14, 11, 10, 8, 6, 3, 2, 2, 2] with error 0.2186
MLE tableau: [50.25530117 30.29526952 14.72270235 14.72145214 14.71109189 14.7003094
 14.69336538 14.67623577 14.66219254 14.66001513 14.60507534 14.58673076
 14.57381738 14.54763476 14.53438543 14.53109627 14.52332478] with error 0.1712
EYD tableau: [43, 38, 36, 34, 30, 24, 20, 15, 14, 12, 9, 7, 7, 5, 3, 2, 1] with error 0.214
MLE tableau: [20.98673076 20.93438543 20.92332478 20.92145214 20.91109189 20.9003094
 20.89526952 20.87623577 20.86219254 20.86001513 20.85530117 11.74763476
 11.73109627 11.72270235 11.69336538 11.60507534 11.57381738] with error 0.071
EYD tableau: [47, 44, 38, 26, 23, 22, 20, 17, 14, 13, 9, 9, 8, 5, 4, 1, 0] with error 0.1973
MLE tableau: [31.25530117 31.09526952 17.07623577 17.06219254 17.06001513 17.00507534
 16.98673076 16.94763476 16.93438543 16.93109627 16.92332478 16.92270235
 16.92145214 16.91109189 16.9003094  16.89336538  0.17381738] with error 0.1221
EYD tableau: [50, 38, 34, 32, 26, 22, 21, 19, 17, 14, 8, 7, 6, 4, 1, 1, 0] with error 0.2057
MLE tableau: [20.94763476 20.93438543 20.92332478 20.92270235 20.92145214 20.91109189
 20.9003094  20.89526952 20.87623577 20.86219254 20.86001513 20.85530117
 20.80507534 20.78673076  2.57381738  2.53109627  2.49336538] with error 0.1108
EYD tableau: [46, 44, 35, 32, 28, 25, 18, 16, 14, 13, 9, 7, 5, 3, 2, 2, 1] with error 0.2306
MLE tableau: [23.66219254 23.66001513 23.65530117 23.58673076 23.52332478 23.52145214
 23.51109189 23.5003094  23.49526952 23.47623577  9.32270235  9.29336538
  9.20507534  9.17381738  9.14763476  9.13438543  9.13109627] with error 0.0841
EYD tableau: [55, 39, 35, 30, 26, 20, 18, 18, 14, 12, 11, 9, 6, 3, 2, 1, 1] with error 0.2186
MLE tableau: [46.45530117 17.26219254 17.26001513 17.20507534 17.18673076 17.14763476
 17.13438543 17.12332478 17.12270235 17.12145214 17.11109189 17.1003094
 17.09526952 17.09336538 17.07623577  6.77381738  6.73109627] with error 0.1291
EYD tableau: [48, 38, 31, 28, 27, 24, 22, 21, 15, 14, 11, 7, 5, 5, 3, 1, 0] with error 0.194
MLE tableau: [18.86001513 18.85530117 18.80507534 18.78673076 18.74763476 18.73438543
 18.73109627 18.72332478 18.72270235 18.72145214 18.71109189 18.7003094
 18.69526952 18.69336538 18.67623577 18.66219254  0.17381738] with error 0.1219
EYD tableau: [48, 42, 38, 33, 27, 23, 21, 16, 12, 11, 9, 8, 5, 3, 3, 1, 0] with error 0.2357
MLE tableau: [25.87623577 25.86001513 25.85530117 25.78673076 25.72332478 25.71109189
 25.7003094  25.69526952 11.74763476 11.73438543 11.73109627 11.72270235
 11.72145214 11.69336538 11.66219254 11.60507534  0.17381738] with error 0.0975
EYD tableau: [51, 43, 34, 29, 24, 23, 19, 16, 13, 13, 10, 9, 7, 5, 2, 1, 1] with error 0.2106
MLE tableau: [36.69526952 36.65530117 15.18673076 15.17381738 15.14763476 15.13438543
 15.13109627 15.12332478 15.12270235 15.12145214 15.11109189 15.1003094
 15.09336538 15.07623577 15.06219254 15.06001513 15.00507534] with error 0.1558
EYD tableau: [49, 43, 37, 32, 26, 21, 17, 16, 15, 13, 9, 8, 6, 5, 3, 0, 0] with error 0.2253
MLE tableau: [30.1003094  30.09526952 30.05530117 29.91109189 15.07623577 15.06219254
 15.06001513 15.00507534 14.98673076 14.94763476 14.93438543 14.93109627
 14.92332478 14.92270235 14.92145214 14.89336538  0.17381738] with error 0.1236
EYD tableau: [45, 40, 34, 30, 27, 24, 19, 19, 13, 12, 10, 9, 6, 5, 5, 2, 0] with error 0.1973
MLE tableau: [18.86001513 18.85530117 18.80507534 18.78673076 18.74763476 18.73438543
 18.73109627 18.72332478 18.72270235 18.72145214 18.71109189 18.7003094
 18.69526952 18.69336538 18.67623577 18.66219254  0.17381738] with error 0.1219
EYD tableau: [45, 42, 33, 29, 26, 22, 21, 16, 15, 12, 8, 8, 8, 6, 5, 2, 2] with error 0.1891
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [52, 38, 34, 33, 27, 25, 20, 19, 13, 12, 10, 8, 5, 2, 2, 0, 0] with error 0.2273
MLE tableau: [39.25530117 19.46219254 19.46001513 19.40507534 19.38673076 19.34763476
 19.33438543 19.32332478 19.32270235 19.32145214 19.31109189 19.3003094
 19.29526952 19.27623577  8.89336538  0.17381738  0.13109627] with error 0.1201
EYD tableau: [46, 39, 35, 29, 26, 20, 19, 17, 15, 12, 12, 11, 8, 6, 4, 1, 0] with error 0.1853
MLE tableau: [18.86001513 18.85530117 18.80507534 18.78673076 18.74763476 18.73438543
 18.73109627 18.72332478 18.72270235 18.72145214 18.71109189 18.7003094
 18.69526952 18.69336538 18.67623577 18.66219254  0.17381738] with error 0.1219
EYD tableau: [48, 38, 33, 31, 26, 23, 19, 17, 13, 13, 12, 9, 8, 5, 2, 2, 1] with error 0.194
MLE tableau: [31.66001513 16.89336538 16.87623577 16.86219254 16.85530117 16.80507534
 16.78673076 16.77381738 16.74763476 16.73438543 16.73109627 16.72332478
 16.72270235 16.72145214 16.71109189 16.7003094  16.69526952] with error 0.1333
EYD tableau: [46, 38, 33, 30, 27, 21, 20, 18, 15, 11, 10, 10, 10, 6, 4, 1, 0] with error 0.1819
MLE tableau: [18.86001513 18.85530117 18.80507534 18.78673076 18.74763476 18.73438543
 18.73109627 18.72332478 18.72270235 18.72145214 18.71109189 18.7003094
 18.69526952 18.69336538 18.67623577 18.66219254  0.17381738] with error 0.1219
EYD tableau: [45, 39, 36, 31, 29, 22, 20, 17, 15, 13, 12, 7, 6, 4, 3, 1, 0] with error 0.204
MLE tableau: [19.46219254 19.46001513 19.45530117 19.40507534 19.38673076 19.34763476
 19.33438543 19.33109627 19.32332478 19.32145214 19.31109189 19.3003094
 19.29526952 19.29336538 19.27623577  9.52270235  0.17381738] with error 0.1054
EYD tableau: [49, 36, 33, 29, 25, 24, 23, 20, 18, 11, 8, 8, 6, 4, 3, 2, 1] with error 0.194
MLE tableau: [20.06219254 20.06001513 20.05530117 20.00507534 19.98673076 19.93438543
 19.92332478 19.92270235 19.92145214 19.91109189 19.9003094  19.89526952
 19.87623577 10.17381738 10.14763476 10.13109627 10.09336538] with error 0.0799
EYD tableau: [43, 40, 34, 28, 27, 27, 23, 19, 15, 13, 10, 6, 6, 4, 2, 2, 1] with error 0.2024
MLE tableau: [19.92270235 19.92145214 19.91109189 19.9003094  19.89526952 19.87623577
 19.86219254 19.86001513 19.85530117 19.80507534 19.78673076 19.74763476
 19.73438543 19.72332478  7.49336538  7.37381738  7.33109627] with error 0.0885
EYD tableau: [47, 38, 37, 31, 26, 22, 22, 17, 16, 13, 12, 6, 5, 4, 2, 2, 0] with error 0.2057
MLE tableau: [20.58673076 20.53438543 20.52332478 20.52270235 20.52145214 20.51109189
 20.5003094  20.49526952 20.47623577 20.46219254 20.46001513 20.45530117
 20.40507534 11.14763476 11.13109627 11.09336538  0.17381738] with error 0.0827
EYD tableau: [51, 40, 38, 29, 27, 25, 20, 17, 15, 12, 9, 7, 4, 3, 3, 0, 0] with error 0.2306
MLE tableau: [36.05530117 21.26219254 21.26001513 21.18673076 21.12332478 21.12145214
 21.11109189 21.1003094  21.09526952 21.07623577 14.73438543 14.72270235
 14.69336538 14.60507534 14.54763476  0.17381738  0.13109627] with error 0.0867
EYD tableau: [46, 38, 34, 29, 25, 23, 20, 20, 15, 14, 11, 10, 7, 4, 2, 2, 0] with error 0.1822
MLE tableau: [18.86001513 18.85530117 18.80507534 18.78673076 18.74763476 18.73438543
 18.73109627 18.72332478 18.72270235 18.72145214 18.71109189 18.7003094
 18.69526952 18.69336538 18.67623577 18.66219254  0.17381738] with error 0.1219
EYD tableau: [45, 42, 38, 32, 29, 24, 18, 16, 15, 13, 10, 6, 4, 4, 3, 1, 0] with error 0.2306
MLE tableau: [23.47623577 23.46219254 23.46001513 23.45530117 23.38673076 23.32332478
 23.32145214 23.31109189 23.3003094  23.29526952 11.12270235 11.09336538
 11.00507534 10.94763476 10.93438543 10.93109627  0.17381738] with error 0.077
EYD tableau: [49, 42, 38, 33, 23, 20, 18, 16, 14, 12, 10, 8, 6, 4, 3, 2, 2] with error 0.2186
MLE tableau: [31.29526952 31.25530117 31.11109189 31.1003094  13.54763476 13.53438543
 13.53109627 13.52332478 13.52270235 13.52145214 13.49336538 13.47623577
 13.46219254 13.46001513 13.40507534 13.38673076 13.37381738] with error 0.1443
EYD tableau: [45, 39, 35, 31, 25, 23, 18, 17, 14, 13, 11, 7, 7, 5, 4, 3, 3] with error 0.1906
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [50, 43, 33, 30, 29, 26, 21, 17, 15, 9, 9, 6, 4, 4, 2, 2, 0] with error 0.2357
MLE tableau: [24.71109189 24.7003094  24.69526952 24.67623577 24.66219254 24.66001513
 24.65530117 24.58673076 24.52332478 24.52145214  7.73438543  7.73109627
  7.72270235  7.69336538  7.60507534  7.57381738  7.54763476] with error 0.1057
EYD tableau: [44, 39, 38, 30, 28, 23, 20, 18, 15, 10, 10, 10, 7, 4, 2, 2, 0] with error 0.204
MLE tableau: [18.86001513 18.85530117 18.80507534 18.78673076 18.74763476 18.73438543
 18.73109627 18.72332478 18.72270235 18.72145214 18.71109189 18.7003094
 18.69526952 18.69336538 18.67623577 18.66219254  0.17381738] with error 0.1219
EYD tableau: [53, 44, 37, 29, 26, 21, 19, 17, 13, 11, 9, 8, 6, 5, 1, 1, 0] with error 0.2319
MLE tableau: [35.89526952 35.85530117 35.71109189 14.9003094  14.89336538 14.87623577
 14.86219254 14.86001513 14.80507534 14.78673076 14.74763476 14.73438543
 14.73109627 14.72332478 14.72270235 14.72145214  0.17381738] with error 0.1557
EYD tableau: [44, 37, 35, 30, 25, 22, 21, 20, 16, 15, 11, 9, 5, 4, 3, 2, 1] with error 0.1773
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [47, 37, 32, 29, 27, 23, 22, 18, 16, 13, 9, 9, 7, 5, 4, 2, 0] with error 0.1857
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [46, 40, 35, 28, 25, 22, 21, 18, 15, 15, 13, 8, 6, 4, 3, 1, 0] with error 0.1857
MLE tableau: [18.86001513 18.85530117 18.80507534 18.78673076 18.74763476 18.73438543
 18.73109627 18.72332478 18.72270235 18.72145214 18.71109189 18.7003094
 18.69526952 18.69336538 18.67623577 18.66219254  0.17381738] with error 0.1219
EYD tableau: [53, 41, 34, 30, 27, 25, 18, 16, 15, 12, 10, 8, 4, 3, 3, 1, 0] with error 0.2306
MLE tableau: [42.45530117 18.98673076 18.93438543 18.92332478 18.92270235 18.92145214
 18.91109189 18.9003094  18.89526952 18.87623577 18.86219254 18.86001513
 18.80507534 10.29336538 10.14763476 10.13109627  0.17381738] with error 0.1048
EYD tableau: [53, 39, 35, 30, 26, 23, 20, 17, 13, 11, 9, 8, 6, 5, 3, 2, 0] with error 0.2173
MLE tableau: [43.45530117 18.06001513 17.98673076 17.93438543 17.92332478 17.92270235
 17.92145214 17.91109189 17.9003094  17.89526952 17.87623577 17.86219254
 11.94763476 11.93109627 11.89336538 11.80507534 11.77381738] with error 0.1086
EYD tableau: [46, 40, 34, 30, 27, 22, 22, 19, 14, 14, 11, 8, 7, 4, 1, 1, 0] with error 0.1991
MLE tableau: [19.87623577 19.86219254 19.86001513 19.85530117 19.80507534 19.78673076
 19.74763476 19.73438543 19.72332478 19.72270235 19.72145214 19.71109189
 19.7003094  19.69526952 19.69336538  1.77381738  1.73109627] with error 0.113
EYD tableau: [42, 39, 37, 31, 28, 22, 21, 17, 13, 12, 10, 9, 6, 5, 4, 3, 1] with error 0.1957
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [53, 39, 36, 32, 25, 23, 18, 17, 13, 12, 10, 6, 6, 4, 4, 1, 1] with error 0.224
MLE tableau: [42.85530117 20.7003094  20.69526952 20.67623577 20.66001513 20.58673076
 20.52332478 20.51109189 12.60507534 12.57381738 12.54763476 12.53438543
 12.53109627 12.52270235 12.52145214 12.49336538 12.46219254] with error 0.1016
EYD tableau: [45, 38, 33, 32, 24, 23, 20, 18, 14, 13, 11, 10, 6, 6, 3, 3, 1] with error 0.1806
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [45, 39, 36, 32, 27, 25, 21, 17, 13, 12, 11, 8, 5, 4, 4, 1, 0] with error 0.2124
MLE tableau: [20.09526952 20.07623577 20.06219254 20.06001513 20.05530117 19.98673076
 19.94763476 19.93438543 19.92332478 19.92270235 19.92145214 19.91109189
 19.9003094  13.40507534 13.33109627 13.29336538  0.17381738] with error 0.09
EYD tableau: [45, 40, 33, 31, 26, 23, 21, 17, 15, 11, 10, 10, 7, 4, 3, 3, 1] with error 0.1924
MLE tableau: [17.86001513 17.85530117 17.78673076 17.77381738 17.74763476 17.73438543
 17.73109627 17.72332478 17.72270235 17.72145214 17.71109189 17.7003094
 17.69526952 17.69336538 17.67623577 17.66219254 16.20507534] with error 0.1313
EYD tableau: [53, 40, 33, 31, 30, 26, 18, 16, 14, 14, 11, 6, 5, 3, 0, 0, 0] with error 0.2406
MLE tableau: [40.65530117 20.00507534 19.98673076 19.94763476 19.93438543 19.92332478
 19.92270235 19.92145214 19.91109189 19.9003094  19.89526952 19.87623577
 19.86219254 19.86001513  0.17381738  0.13109627  0.09336538] with error 0.1377
EYD tableau: [47, 38, 33, 30, 26, 22, 19, 17, 17, 14, 10, 10, 6, 5, 5, 1, 0] with error 0.184
MLE tableau: [18.86001513 18.85530117 18.80507534 18.78673076 18.74763476 18.73438543
 18.73109627 18.72332478 18.72270235 18.72145214 18.71109189 18.7003094
 18.69526952 18.69336538 18.67623577 18.66219254  0.17381738] with error 0.1219
EYD tableau: [51, 44, 33, 30, 26, 23, 22, 18, 15, 10, 9, 5, 5, 5, 2, 2, 0] with error 0.2257
MLE tableau: [35.09526952 35.05530117 19.12270235 19.12145214 19.11109189 19.1003094
 19.07623577 19.06219254 19.06001513 18.98673076 18.93438543 18.92332478
  7.94763476  7.93109627  7.89336538  7.80507534  7.77381738] with error 0.1002
EYD tableau: [56, 42, 33, 31, 27, 21, 20, 16, 14, 11, 7, 6, 6, 4, 3, 2, 1] with error 0.2319
MLE tableau: [47.45530117 21.38673076 21.32332478 21.31109189 21.3003094  21.29526952
 21.27623577 21.26001513 11.54763476 11.53438543 11.53109627 11.52270235
 11.52145214 11.49336538 11.46219254 11.40507534 11.37381738] with error 0.1106
EYD tableau: [48, 35, 34, 33, 26, 21, 20, 19, 14, 14, 12, 9, 5, 4, 3, 2, 1] with error 0.1886
MLE tableau: [18.78673076 18.77381738 18.73438543 18.73109627 18.72332478 18.72270235
 18.72145214 18.71109189 18.7003094  18.69526952 18.67623577 18.66219254
 18.66001513 18.65530117 18.60507534  9.74763476  9.69336538] with error 0.103
EYD tableau: [53, 40, 31, 27, 27, 27, 23, 20, 16, 11, 8, 7, 5, 4, 1, 0, 0] with error 0.224
MLE tableau: [42.25530117 18.49526952 18.49336538 18.47623577 18.46219254 18.46001513
 18.40507534 18.38673076 18.34763476 18.33438543 18.32332478 18.32270235
 18.32145214 18.31109189 18.3003094   0.17381738  0.13109627] with error 0.1365
EYD tableau: [54, 41, 33, 30, 27, 24, 18, 15, 13, 11, 10, 7, 6, 4, 4, 2, 1] with error 0.2273
MLE tableau: [44.85530117 21.5003094  21.46001513 21.38673076 21.31109189 14.20507534
 14.17381738 14.14763476 14.13438543 14.13109627 14.12332478 14.12270235
 14.12145214 14.09526952 14.09336538 14.07623577 14.06219254] with error 0.127
EYD tableau: [47, 39, 37, 31, 28, 25, 21, 16, 15, 14, 11, 7, 4, 2, 1, 1, 1] with error 0.2224
MLE tableau: [22.05530117 22.00507534 21.98673076 21.93438543 21.92332478 21.92270235
 21.92145214 21.91109189 21.9003094  21.89526952 21.87623577 21.86219254
 21.86001513  3.77381738  3.74763476  3.73109627  3.69336538] with error 0.1084
EYD tableau: [49, 44, 37, 33, 25, 22, 18, 15, 14, 13, 10, 8, 5, 4, 2, 1, 0] with error 0.2306
MLE tableau: [31.31109189 31.3003094  31.29526952 31.25530117 14.66219254 14.66001513
 14.60507534 14.58673076 14.54763476 14.53438543 14.53109627 14.52332478
 14.52270235 14.52145214 14.49336538 14.47623577  0.17381738] with error 0.1348
EYD tableau: [48, 40, 38, 32, 28, 21, 19, 15, 13, 13, 10, 7, 6, 4, 3, 2, 1] with error 0.2219
MLE tableau: [26.78673076 26.71109189 26.7003094  26.69526952 26.66001513 26.65530117
 12.77381738 12.74763476 12.73438543 12.73109627 12.72332478 12.72270235
 12.72145214 12.69336538 12.67623577 12.66219254 12.60507534] with error 0.107
EYD tableau: [45, 39, 31, 28, 26, 24, 22, 17, 16, 15, 12, 9, 6, 4, 2, 2, 2] with error 0.1791
MLE tableau: [17.72332478 17.72270235 17.72145214 17.71109189 17.7003094  17.69526952
 17.69336538 17.67623577 17.66219254 17.66001513 17.65530117 17.60507534
 17.58673076 17.57381738 17.54763476 17.53438543 17.53109627] with error 0.1334
EYD tableau: [45, 41, 36, 31, 26, 23, 18, 17, 14, 14, 10, 8, 6, 5, 3, 3, 0] with error 0.204
MLE tableau: [21.89526952 21.87623577 21.86001513 21.85530117 21.78673076 21.72332478
 21.71109189 21.7003094  14.06219254 14.00507534 13.97381738 13.94763476
 13.93438543 13.93109627 13.92270235 13.92145214 13.89336538] with error 0.072
